,Zip Code,Total Population,Population Density (per sq. mile),Male,Female,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More races,Average Household Size,High school or more,Bachelor's degree or more,Master's degree or more,Civilian Population In Labor Force 16 Years And Over,Employed,Unemployed,Total Employed Civilian Population 16 Years And Over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,Median household income,Average Household Income,Per Capita Income,Gini Index Of Income Inequality,Occupied Housing Units,Owner Occupied,Renter Occupied,Median House Value For All Owner-Occupied Housing Units,Median Gross Rent,Average Gross Rent,Workers 16 Years and over,"Car, truck, or van",Drove Alone,Carpooled,Public transportation (Includes Taxicab),Motorcycle,Bicycle,Walked,Other means,Worked at home,Less than 10 minutes,10 to 19 minutes,20 to 29 minutes,30 to 39 minutes,40 to 59 minutes,60 to 89 minutes,90 or More minutes,Worked at home,Average Commute to Work (in min),Total Population,Native Born,Foreign Born,Naturalized Citizen,Not a Citizen
2627,10301,38885,10627.23,19500,19385,23551,9375,129,2073,0,2502,1255,2.52,20749,8179,3569,17903,16309,1594,16309,32,1087,438,230,1386,1006,412,1333,1843,5097,1743,604,1098,56848.0,75421.0,27952.0,0.4773,14101,6107,7994,402300.0,1155.0,1132.39929947461,16043,7762,6855,907,6764,21,49,863,134,450,1183,2489,2151,2003,2342,3380,2045,450,43.0,38885,30833,8052,3661,4391
2628,10302,16811,14075.08,8145,8666,10299,3420,0,1101,0,1494,497,2.94,8764,2272,749,7660,6970,690,6970,0,801,228,94,596,531,159,436,616,1908,475,390,736,56841.0,70131.0,24198.0,0.4726,5669,3151,2518,382000.0,1129.0,1102.2637013502801,6757,3714,3337,377,2463,0,0,408,89,83,517,1564,942,976,964,815,896,83,40.0,16811,11979,4832,1778,3054
2629,10303,24537,7821.156999999999,11419,13118,9751,8935,117,1746,0,2930,1058,3.02,12311,3348,1185,10738,9754,984,9754,0,556,334,159,1004,604,265,848,749,2970,774,649,842,51537.0,65877.0,22077.0,0.4642,8086,4707,3379,325100.0,1013.0,1066.32139686298,9590,5688,4974,714,3474,0,7,270,27,124,586,1513,1338,1610,1317,1520,1582,124,44.0,24537,18002,6535,3531,3004
2630,10304,43084,11119.02,20075,23009,20475,12567,302,4672,11,3773,1284,2.83,22128,7674,3281,20074,18420,1654,18420,0,1489,763,310,1651,897,405,1787,1882,5813,1377,1048,998,53168.0,77658.0,27103.0,0.4982,14807,7865,6942,403700.0,1100.0,1061.35119562086,17987,9231,8115,1116,7495,0,7,536,196,522,702,3000,2443,2515,3635,3748,1422,522,41.0,43084,30476,12608,6498,6110
2631,10305,42006,9879.686,20242,21764,32502,1759,383,5181,17,1401,763,2.77,25287,9392,3618,19492,17893,1599,17893,0,1385,625,215,1788,1231,311,1998,2029,4921,1095,949,1346,70758.0,83935.0,30172.0,0.4316,14867,9803,5064,415300.0,1183.0,1068.7796208530801,17710,10138,8565,1573,6428,0,52,743,33,316,983,3447,2204,2814,3306,3207,1433,316,39.0,42006,27989,14017,8745,5272
2632,10306,55902,7480.454000000001,26875,29027,49154,1723,18,3008,0,1337,662,2.7,35541,11642,4677,26773,24682,2091,24682,0,1914,823,471,2175,1418,681,3113,2693,6762,1477,995,2160,75807.0,93591.0,34834.0,0.4291,20526,14751,5775,450200.0,1201.0,1163.58441558442,24290,15762,13595,2167,7154,36,5,644,207,482,1554,4195,3363,3216,3650,5230,2600,482,42.0,55902,45085,10817,7921,2896
2633,10307,14829,7557.2480000000005,7315,7514,13912,91,5,486,0,152,183,3.06,8623,3009,1286,7084,6654,430,6654,0,624,223,118,513,327,247,769,799,1865,280,321,568,86457.0,109555.0,36028.0,0.4263,4828,3768,1060,567400.0,1334.0,1315.3773584905698,6607,5285,4864,421,1094,0,0,25,67,136,346,731,1102,979,1016,1357,940,136,45.0,14829,13307,1522,1293,229
2634,10308,28939,14666.18,13864,15075,27671,46,33,899,0,146,144,2.77,18811,5737,2427,14844,13783,1061,13783,0,809,379,256,1555,1055,264,1755,1494,3599,767,711,1139,88075.0,105080.0,38275.0,0.40299999999999997,10420,8714,1706,452600.0,1333.0,1264.36107854631,13477,9200,7657,1543,3873,0,18,136,18,232,735,2453,1696,1595,1769,3150,1847,232,44.0,28939,24921,4018,3030,988
2635,10309,32646,4858.7390000000005,16473,16173,29873,818,17,1224,0,354,360,2.95,20187,6847,2778,15346,14534,812,14534,0,1677,265,356,1513,918,446,1638,1631,3371,816,924,979,86297.0,105948.0,35719.0,0.4058,10756,8542,2214,539100.0,1274.0,1291.96025293586,14396,10395,9297,1098,3398,0,0,201,113,289,805,2271,1861,1810,2580,3120,1660,289,43.0,32646,28013,4633,3509,1124
2636,10310,25227,14050.65,12487,12740,14598,6498,34,1376,0,1896,825,2.98,13650,4265,1970,12024,10454,1570,10454,0,877,296,160,795,613,260,754,1185,3555,677,514,768,61925.0,82051.0,27923.0,0.473,8438,5159,3279,414600.0,1178.0,1140.8661177188199,10348,6135,5096,1039,3390,0,28,484,33,278,644,2508,1076,1496,1856,1541,949,278,38.0,25227,20979,4248,2117,2131
2638,10312,60081,7824.309,30010,30071,55772,381,32,3089,0,339,468,2.82,38547,13376,4738,30147,27766,2381,27766,50,1918,845,557,2571,1940,768,3226,2978,8344,1465,1045,2059,85324.0,101226.0,36128.0,0.3988,21243,17859,3384,467300.0,1166.0,1099.52718676123,27439,20526,17872,2654,5941,0,0,207,60,705,1280,4786,3656,3824,4028,5489,3671,705,43.0,60081,51478,8603,7053,1550
2639,10314,87276,6363.721,41432,45844,67625,3719,110,12140,0,2659,1023,2.78,55154,18754,7618,41800,39036,2764,39036,26,2332,1189,604,4334,3070,1057,4252,4400,10732,2074,1958,3008,77242.0,91433.0,32807.0,0.4088,30868,22554,8314,437500.0,1187.0,1200.46908828482,38535,26361,22774,3587,10069,11,18,900,236,940,2320,7166,6323,5115,5100,7798,3773,940,40.0,87276,67528,19748,14021,5727
2640,10451,47069,46379.59,21045,26024,8068,20539,779,929,0,15408,1346,2.67,17564,4063,1438,20103,16513,3590,16513,0,521,698,252,2020,1096,303,686,1886,5381,1682,1070,918,26754.0,36559.0,14629.0,0.4674,17529,2011,15518,170600.0,874.0,842.8405722386909,15894,2534,2012,522,10884,0,29,1841,49,557,577,1563,1526,3536,4188,3092,855,557,41.0,47069,32734,14335,5944,8391
2641,10452,74931,76101.62,35135,39796,11477,24857,487,1118,40,34799,2153,3.0,27895,4790,1447,33862,28212,5650,28212,39,962,1540,474,3988,1855,223,1714,1892,8746,3781,2205,793,25979.0,36081.0,13019.0,0.4575,24701,792,23909,402800.0,996.0,952.4279559998331,27333,5320,3991,1329,18094,0,104,2671,186,958,1259,3298,2861,6197,6147,5128,1485,958,40.0,74931,42304,32627,13430,19197
2642,10453,79793,87110.88,37659,42134,9090,26322,745,1167,81,39169,3219,3.04,30664,5675,1751,38173,30234,7939,30234,80,1450,1190,857,4488,1823,384,1961,2239,8583,3712,2908,559,25470.0,35380.0,12616.0,0.4687,25624,1091,24533,445200.0,990.0,934.8102555741251,28236,6062,4070,1992,18444,0,50,2512,149,1019,1127,3518,2888,5266,6720,5956,1742,1019,41.0,79793,46632,33161,12220,20941
2643,10454,38089,36541.09,18151,19938,12422,12861,147,489,0,11226,944,2.98,11818,1964,508,14628,12425,2203,12425,0,740,477,174,1685,706,177,501,1044,3459,2383,781,298,20232.0,31813.0,11561.0,0.5075,12467,631,11836,386000.0,633.0,739.878337276107,12031,1795,1435,360,8377,0,66,1470,16,307,638,1148,987,2698,3265,2331,657,307,41.0,38089,28235,9854,3057,6797
2644,10455,38576,54166.66,17958,20618,6959,12368,100,108,59,17822,1160,2.83,12540,1938,332,15337,12557,2780,12557,0,593,687,399,1829,754,134,821,852,3508,1891,664,425,22609.0,32349.0,12231.0,0.4691,13228,1028,12200,318600.0,770.0,790.540983606557,12317,2018,1788,230,8346,0,89,1351,79,434,632,1307,1190,2774,2480,2598,902,434,41.0,38576,26680,11896,3764,8132
2645,10456,87723,86133.38,41312,46411,9083,36569,280,812,34,38170,2775,3.02,31206,5252,1346,36580,29898,6682,29898,46,1617,1086,548,4016,2533,419,1712,2398,9431,3000,1877,1215,23452.0,34753.0,12486.0,0.4789,28349,1741,26608,388600.0,890.0,833.9860192423331,29159,4673,3930,743,20474,0,83,2268,290,1371,1485,2716,3045,5827,5859,5974,2882,1371,43.0,87723,58751,28972,10232,18740
2646,10457,70282,66223.05,32833,37449,10368,26048,236,1028,56,30132,2414,3.0,24322,4658,1338,28947,23901,5046,23901,31,1194,1001,481,2967,1914,345,1344,1661,7775,2900,1619,669,24949.0,36594.0,12952.0,0.4926,22570,1426,21144,397500.0,1016.0,976.0546727203931,23100,4908,3545,1363,14861,12,68,2105,190,956,1407,2496,2509,3952,4801,4932,2047,956,43.0,70282,43799,26483,9827,16656
2647,10458,74859,74192.66,35375,39484,15602,16489,366,2687,60,36592,3063,2.82,27303,5063,1759,33080,27922,5158,27922,125,1679,1371,520,4542,1256,836,1644,2281,7360,3613,2215,480,24618.0,39383.0,14488.0,0.5035,25329,1082,24247,330300.0,1070.0,1026.64659545511,27233,5179,3878,1301,16914,19,159,3745,106,1111,1521,3568,2912,3722,6475,5693,2231,1111,42.0,74859,46329,28530,10821,17709
2648,10459,47977,58725.94,22748,25229,6338,14609,242,298,30,24570,1890,3.07,15290,2823,810,18685,15923,2762,15923,20,1034,819,246,1645,889,284,986,1554,4696,1987,1303,460,24461.0,35420.0,12436.0,0.4889,15402,1450,13952,343900.0,913.0,894.889621559633,15476,2741,2194,547,10810,28,79,1026,64,728,618,1614,1591,2921,3317,3829,858,728,42.0,47977,33933,14044,5142,8902
2649,10460,56084,42633.86,26378,29706,7381,15225,160,1146,0,30483,1689,2.88,19327,3585,801,24280,19593,4687,19593,30,791,657,286,2730,1507,401,1496,1448,5842,2337,1591,477,22307.0,34517.0,12828.0,0.4947,19128,1719,17409,391700.0,942.0,904.951461887529,19028,4085,3427,658,12591,0,70,1425,264,593,845,2214,1916,2933,4982,4366,1179,593,42.0,56084,37670,18414,7278,11136
2650,10461,51730,21557.02,25227,26503,26179,3785,235,5433,0,14173,1925,2.61,29289,9259,3433,26636,23289,3347,23289,43,1428,853,564,2341,1689,332,2271,2463,7083,2174,892,1156,52347.0,67092.0,26630.0,0.4351,19330,6359,12971,454700.0,1199.0,1207.02335980264,22371,10007,8052,1955,9920,55,7,1709,108,565,1197,4368,3132,3130,4104,4634,1241,565,38.0,51730,37287,14443,7830,6613
2651,10462,77369,52277.64,36156,41213,17838,21601,425,9326,22,25572,2585,2.66,39416,12298,4206,38800,34134,4666,34134,0,1368,1579,403,3295,2449,695,3027,2731,10848,4406,1538,1795,45864.0,55062.0,21836.0,0.4246,28908,6155,22753,271300.0,1167.0,1170.0391157210001,33569,8507,6789,1718,21535,0,125,2552,149,701,1152,4302,2950,4532,7832,9540,2560,701,44.0,77369,52382,24987,12165,12822
2652,10463,70420,48696.15,32184,38236,31256,10581,405,2637,146,22205,3190,2.49,39523,17910,9138,35376,31653,3723,31653,5,962,964,450,3158,1558,1106,2489,3345,10752,3354,2050,1460,54258.0,76187.0,30875.0,0.4828,27261,8467,18794,289700.0,1137.0,1156.8904969671198,30639,9092,6954,2138,17246,21,175,2735,135,1235,1244,3971,3401,4609,6464,7793,1922,1235,43.0,70420,48830,21590,12890,8700
2653,10464,4248,1212.9560000000001,1816,2432,3431,119,0,31,0,615,52,2.06,2960,1372,796,2311,2204,107,2204,0,148,83,22,94,96,66,359,244,733,180,71,108,70078.0,79490.0,39454.0,0.4045,2062,1088,974,484000.0,1319.0,1193.22381930185,2181,1665,1540,125,294,0,11,64,34,113,164,581,239,321,242,457,64,113,33.0,4248,3888,360,209,151
2654,10465,44862,13080.52,21577,23285,28667,4657,207,1456,0,8534,1341,2.78,24391,7266,2663,21913,19754,2159,19754,0,1107,543,407,1725,1346,557,2037,2341,5869,1671,903,1248,65450.0,80849.0,29953.0,0.4447,15572,8454,7118,437800.0,1188.0,1143.77634166901,19333,11954,10153,1801,5892,35,62,839,8,543,1136,3890,2713,3280,2491,3273,2007,543,39.0,44862,38181,6681,4455,2226
2655,10466,70609,34986.47,31429,39180,5393,53522,274,1383,67,8952,1018,3.09,34923,9287,2797,34527,30536,3991,30536,14,1468,960,453,3451,2117,620,1945,2086,12519,1930,1977,996,44012.0,56383.0,19925.0,0.4427,22595,8705,13890,391300.0,1100.0,1056.4794816414699,29460,11380,10188,1192,15458,0,67,1714,198,643,754,3923,3716,5224,4653,7012,3535,643,45.0,70609,41308,29301,17752,11549
2656,10467,98754,42376.04,46656,52098,18431,38002,790,6034,0,31268,4229,2.79,44727,11343,3518,47534,39926,7608,39926,338,1587,1399,776,4989,2561,754,2703,2808,14029,4301,2254,1427,36048.0,47693.0,18137.0,0.4694,34796,4300,30496,369500.0,1097.0,1053.8070566631698,38712,9788,8252,1536,24418,0,64,3203,180,1059,1665,5199,4532,5736,7640,10245,2636,1059,42.0,98754,61259,37495,16694,20801
2657,10468,71822,66796.39,33969,37853,9472,16977,387,2732,32,39335,2887,2.97,29845,6929,1977,36434,29985,6449,29985,362,1326,976,729,3991,2195,352,1897,2169,9066,4100,2059,763,33776.0,43327.0,15537.0,0.4436,23680,2217,21463,171200.0,1104.0,1063.29497274379,28289,4815,3650,1165,19977,15,102,2287,53,1040,1097,2977,2686,4378,7382,6773,1956,1040,43.0,71822,39973,31849,12369,19480
2658,10469,71843,29007.29,32606,39237,14154,39651,346,2792,260,12462,2178,3.17,37439,11825,4263,35923,29587,6336,29587,8,1253,679,390,3232,2366,560,1961,2343,11760,1958,1535,1542,57776.0,69598.0,22960.0,0.4346,21832,10649,11183,427100.0,1235.0,1217.05266923008,28623,13277,11170,2107,13567,56,0,1032,82,609,948,4689,3833,4668,5252,6185,2439,609,41.0,71843,46129,25714,16324,9390
2659,10470,14850,10423.26,7403,7447,6987,4834,47,560,0,2108,314,2.54,8696,2862,1206,8146,7118,1028,7118,94,786,277,69,688,292,217,681,475,2348,557,417,217,58600.0,69446.0,28734.0,0.3856,5801,2144,3657,401200.0,1193.0,1200.9023789991802,6977,2989,2584,405,3142,0,13,557,37,239,327,955,840,1148,1374,1515,579,239,42.0,14850,9388,5462,3155,2307
2660,10471,22030,8532.369,10432,11598,15985,1753,0,1707,0,1993,592,2.13,14240,8452,4392,10798,9930,868,9930,6,299,309,136,596,451,343,1224,1288,3517,834,543,384,71798.0,103039.0,43630.0,0.5008,8980,4452,4528,360800.0,1342.0,1367.9770318021199,9694,4548,3856,692,3836,9,41,680,11,569,604,1263,1201,1559,1534,2214,750,569,41.0,22030,17297,4733,3142,1591
2661,10472,68898,65584.59,33278,35620,10306,21006,357,4116,0,26683,6430,3.25,25156,4749,1119,30152,25896,4256,25896,0,2496,983,484,3458,1897,564,1526,2014,6485,3426,1814,749,30288.0,43092.0,14652.0,0.4759,21006,2862,18144,429600.0,1052.0,979.717813051146,24991,5685,4590,1095,16719,23,220,1306,186,852,1167,3339,2032,3628,5015,7175,1783,852,43.0,68898,42562,26336,9152,17184
2662,10473,58660,26910.97,25617,33043,13158,22641,272,1224,0,19863,1502,2.87,27817,6395,1788,24900,22112,2788,22112,19,755,548,549,2199,1678,680,1805,1743,8396,1377,987,1376,35866.0,52053.0,19561.0,0.4809,20355,5526,14829,386600.0,808.0,838.7349113224091,21588,8849,6794,2055,11290,0,59,1052,73,265,924,2429,2328,3640,3293,6396,2313,265,45.0,58660,46614,12046,7151,4895
2663,10474,12519,8165.422,6209,6310,3882,4107,40,45,0,3966,479,3.08,4588,730,156,4768,3902,866,3902,8,223,179,205,492,267,87,234,465,1165,272,252,53,25676.0,33007.0,11410.0,0.4471,3656,277,3379,351800.0,970.0,950.281148268719,3831,705,558,147,2249,0,0,695,7,175,237,877,320,315,714,961,232,175,39.0,12519,9303,3216,1041,2175
2664,10475,43231,25087.4,19528,23703,7762,26130,301,497,0,7024,1517,2.33,26885,7597,2763,20899,18262,2637,18262,0,527,321,323,1701,1390,292,2225,1488,7112,1026,599,1258,43629.0,58629.0,25870.0,0.4437,17992,7680,10312,76000.0,904.0,925.232738557021,17589,6557,5574,983,9370,0,0,1548,33,81,490,2287,1736,2208,2436,5093,3258,81,50.0,43231,33273,9958,6712,3246
2804,11001,27001,12109.42,12998,14003,19642,1855,39,3759,39,816,851,2.99,17531,7678,3373,15014,13914,1100,13914,13,1002,561,359,1187,837,433,1420,1620,4264,777,595,846,101634.0,119168.0,40753.0,0.3905,9025,7319,1706,477300.0,1479.0,1372.80187573271,13642,10011,9147,864,2763,0,0,382,85,401,894,2438,2317,2578,2261,2081,672,401,35.0,27001,21220,5781,4287,1494
2806,11004,14500,15261.29,6728,7772,6502,860,73,5753,0,526,786,2.71,9308,4674,1964,7379,6757,622,6757,0,326,271,122,597,765,124,792,724,2398,151,134,353,81709.0,94945.0,35334.0,0.4079,5138,3869,1269,432500.0,1210.0,1263.04176516942,6637,4469,3870,599,1698,0,10,256,24,180,209,1288,1259,996,716,1320,669,180,40.0,14500,9196,5304,3802,1502
2807,11005,2055,11262.39,744,1311,2040,15,0,0,0,0,0,1.31,2004,1129,612,470,445,25,445,0,0,10,0,58,9,0,90,123,104,8,0,43,64300.0,100543.0,76670.0,0.5254,1566,1403,163,403700.0,1917.0,1837.4233128834398,438,383,357,26,0,0,0,9,10,36,28,134,104,64,48,14,10,36,24.0,2055,1803,252,246,6
2814,11040,40231,8410.931,19666,20565,23969,331,53,12898,0,1857,1123,3.04,25598,12351,5075,20651,19244,1407,19244,7,1384,791,605,1802,1106,481,2145,1918,5939,1125,953,988,101434.0,118524.0,39729.0,0.3915,13208,11675,1533,536900.0,1386.0,1470.25440313112,18955,14519,13142,1377,3528,15,9,303,91,490,1445,3826,3143,2868,2643,3159,1381,490,37.0,40231,26713,13518,9936,3582
2817,11096,8276,6771.722,4004,4272,2680,2271,0,187,0,2463,675,3.27,3829,630,188,4293,3738,555,3738,0,378,209,102,441,309,47,143,525,971,141,391,81,48538.0,63728.0,20403.0,0.4287,2530,1123,1407,384800.0,1328.0,1259.0618336887,3713,2639,2359,280,696,0,31,273,9,65,459,995,581,636,476,375,126,65,29.0,8276,5424,2852,1285,1567
2818,11101,25537,9764.101999999999,12661,12876,12895,4475,314,4608,0,2716,529,2.24,13988,6437,2221,14339,12742,1597,12742,26,298,362,317,1657,570,685,1248,1871,2256,1986,960,506,47142.0,67120.0,30040.0,0.4959,11075,1752,9323,654900.0,1189.0,1266.22331867425,12213,2293,1892,401,8595,5,151,794,47,328,366,1597,2339,3394,2768,1180,241,328,34.0,25537,15635,9902,4312,5590
2819,11102,34529,42745.13,17565,16964,19500,3334,412,5460,57,4715,1051,2.47,20350,10307,3259,21306,19333,1973,19333,66,1238,824,509,2087,719,987,1385,2516,3720,3546,1215,521,49924.0,67035.0,28108.0,0.4527,13873,1845,12028,597700.0,1397.0,1356.10242766877,18422,3957,3340,617,11827,0,407,1398,110,723,770,2159,1768,4825,5611,2050,516,723,37.0,34529,18636,15893,7560,8333
2820,11103,37745,53081.57,19142,18603,29151,1020,99,4856,0,1633,986,2.31,24115,12083,3865,24235,22016,2219,22016,27,1481,844,555,1895,1045,1300,1926,3327,4286,3557,1186,587,55129.0,69033.0,31345.0,0.4253,16283,2620,13663,648900.0,1413.0,1402.0932445290198,21628,3752,3194,558,15411,59,299,1414,118,575,392,1798,2998,5879,7212,2316,458,575,37.0,37745,21042,16703,9401,7302
2821,11104,25729,65971.95,12012,13717,16051,330,19,7371,0,1137,821,2.24,17551,8222,2767,16015,14951,1064,14951,48,735,751,366,1541,978,823,1312,1987,2846,2086,1052,426,56059.0,69522.0,31953.0,0.4294,11502,1715,9787,421800.0,1353.0,1327.94523347297,14669,1788,1332,456,10992,61,151,1199,60,418,398,1023,2235,3825,4596,1704,470,418,38.0,25729,12203,13526,6930,6596
2822,11105,36190,22175.91,18099,18091,28393,759,9,3527,0,2567,935,2.3,23531,11974,4056,22082,20031,2051,20031,74,1185,641,352,1986,978,1357,1808,2667,4421,2989,979,594,57525.0,74282.0,33537.0,0.4393,15729,4549,11180,658700.0,1433.0,1368.01431127013,19341,4579,3798,781,12629,24,193,1186,71,659,654,2083,2117,4199,6327,2940,362,659,38.0,36190,22731,13459,7716,5743
2823,11106,36869,43017.97,18293,18576,22414,3062,13,6101,7,4110,1162,2.19,22836,11060,4472,22387,19718,2669,19718,49,938,641,425,1776,1248,865,1617,2985,4174,3161,1330,509,48720.0,65572.0,30809.0,0.4793,16704,2948,13756,433600.0,1270.0,1195.55103227682,19051,3190,2633,557,13532,32,201,1443,65,588,622,1713,2851,5532,5590,1753,402,588,35.0,36869,21274,15595,8274,7321
2824,11109,3524,87826.62,1936,1588,2572,94,0,660,0,42,156,1.76,3028,2524,1362,2814,2685,129,2685,0,10,160,0,164,16,240,519,725,435,238,75,103,125871.0,157686.0,90065.0,0.4144,2000,372,1628,428600.0,2001.0,2884.70515970516,2648,482,402,80,1955,0,0,81,0,130,14,248,983,864,266,127,16,130,29.0,3524,2120,1404,464,940
2825,11201,54668,38471.77,26994,27674,36282,7015,114,4922,65,3507,2763,2.01,38356,28877,15236,32947,30453,2494,30453,0,527,704,698,1716,438,2823,4376,7796,6447,2283,1279,1366,95369.0,151187.0,68814.0,0.5413,24389,9165,15224,669000.0,1796.0,1795.08013662638,30036,2536,1993,543,20699,43,522,3234,230,2772,1249,3704,5278,8629,6062,1686,656,2772,32.0,54668,44200,10468,5473,4995
2826,11203,79572,37086.12,35351,44221,3330,71949,203,1016,20,1895,1159,2.88,45832,10891,3684,39957,34905,5052,34905,0,1379,948,258,3151,3105,624,2226,2575,14370,1730,2685,1854,48400.0,61959.0,22227.0,0.4367,26933,11007,15926,426100.0,1142.0,1119.0945623508699,34260,9608,8285,1323,21981,18,67,1695,112,779,709,2581,3915,7327,7838,7997,3114,779,45.0,79572,38353,41219,26168,15051
2827,11204,80963,50953.84,40426,40537,54758,521,284,22021,0,2302,1077,3.21,37529,12185,4482,35755,32289,3466,32289,16,1952,1926,1264,3773,1676,527,2936,3227,8714,3600,1816,862,45472.0,62858.0,20161.0,0.4632,25221,9348,15873,657500.0,1171.0,1160.50526050526,31265,8824,6723,2101,16637,11,398,4218,80,1097,1262,5546,3269,4115,7275,7068,1633,1097,40.0,80963,43727,37236,21147,16089
2828,11205,43002,45283.84,20758,22244,20397,13791,83,2413,0,4886,1432,2.75,20096,10042,4515,20354,17893,2461,17893,24,801,747,314,1799,646,1065,1030,3311,4230,2390,695,841,44688.0,73757.0,26114.0,0.5452,14656,3248,11408,636900.0,1111.0,1197.99263674614,17516,2205,1850,355,10676,16,927,2256,106,1330,760,2468,2065,3672,4906,1722,593,1330,36.0,43002,34450,8552,3757,4795
2829,11206,81525,56833.41,39562,41963,36402,20720,345,4032,7,17395,2624,2.86,31268,9049,2443,35872,30810,5062,30810,69,1237,1541,969,3502,1463,1263,1764,3788,7411,4861,1687,1255,28559.0,43234.0,15618.0,0.5056,28314,2971,25343,533400.0,842.0,973.270725644162,30073,4473,3435,1038,19607,77,791,3651,98,1376,1192,3853,3899,7382,6657,4554,1160,1376,37.0,81525,63246,18279,7811,10468
2830,11207,92491,34629.88,41316,51175,13237,61604,271,1052,294,14351,1682,2.94,38072,7072,2183,39955,33927,6028,33927,28,1774,905,500,3916,2926,442,2000,3560,11172,2626,1768,2310,32945.0,45365.0,15951.0,0.4931,30879,7375,23504,403800.0,1027.0,976.2678692988429,33199,8286,7132,1154,22075,9,131,1823,294,581,1140,2404,3361,6651,8614,7382,3066,581,45.0,92491,63015,29476,15501,13975
2831,11208,93107,26939.11,43320,49787,30749,48405,255,4462,45,7644,1547,3.2,41073,5507,1494,38436,33787,4649,33787,34,2203,1470,577,3875,3265,608,2131,3472,9644,3219,1839,1450,35079.0,45629.0,14870.0,0.5083,28779,7215,21564,441100.0,1132.0,1081.79373029123,33358,7678,6520,1158,23484,0,67,1206,308,615,552,1550,2150,10725,11415,4980,1371,615,42.0,93107,58991,34116,17698,16418
2832,11209,72623,33588.78,33867,38756,56006,1693,233,9137,113,3710,1731,2.34,45746,23166,9641,36965,33574,3391,33574,52,1664,1451,630,3032,1895,1090,4208,4537,8453,2674,1903,1985,58261.0,82258.0,35712.0,0.479,30877,10956,19921,625600.0,1291.0,1284.25781838261,32969,10462,8396,2066,18331,13,72,2918,189,984,1959,4596,3116,4004,8468,8485,1357,984,41.0,72623,48584,24039,15404,8635
2833,11210,65302,39792.05,30511,34791,21815,37641,25,2251,43,2479,1048,3.03,36962,13521,4767,31621,28886,2735,28886,55,1375,511,670,2067,2292,640,2663,3006,11050,1498,1763,1296,55429.0,73990.0,25079.0,0.4557,21520,9982,11538,485500.0,1104.0,1092.98838620211,28194,11099,9906,1193,14456,0,81,1362,149,1047,737,3195,5558,5488,6530,4348,1291,1047,38.0,65302,39283,26019,15678,10341
2834,11211,93271,40581.32,46187,47084,76995,4284,225,3337,0,6556,1874,2.6,47435,24325,8279,47706,44411,3295,44411,93,1564,2536,1361,4226,1073,4216,3432,8458,8830,5910,1873,839,46848.0,70753.0,27752.0,0.5275,35527,5472,30055,655500.0,1206.0,1321.3907835634698,43886,5266,3846,1420,26262,288,1031,7411,215,3413,2705,6649,6888,13786,7513,1865,1067,3413,30.0,93271,74571,18700,9375,9325
2835,11212,84520,54956.94,34878,49642,3798,73157,156,818,26,5560,1005,2.69,38521,5256,1394,34312,29693,4619,29693,5,1560,721,167,3501,2737,461,1689,2284,11629,1804,1640,1495,28348.0,39951.0,16535.0,0.5001,30167,4718,25449,391700.0,928.0,874.5412393414281,29266,5921,4874,1047,20825,0,98,1833,112,477,1056,2419,2976,5218,6423,7810,2887,477,46.0,84520,56372,28148,15648,12500
2836,11213,62059,56882.03,28108,33951,12476,43041,187,967,0,4395,993,2.6,30417,7716,2832,27340,24414,2926,24414,0,904,775,448,2139,1846,601,1991,2021,8632,2048,1473,1536,34794.0,46912.0,18522.0,0.4842,23512,3647,19865,582300.0,1024.0,969.373269569595,24010,4241,3492,749,16552,65,102,2225,63,762,1065,2306,2713,5519,6688,3581,1376,762,39.0,62059,39549,22510,11902,10608
2837,11214,83156,38060.13,40527,42629,47418,863,197,28234,0,5604,840,2.7,43433,13682,4299,38021,34433,3588,34433,0,2796,2019,1190,3455,2884,804,2869,4026,7655,3652,2271,812,43398.0,59809.0,22683.0,0.4557,30415,10517,19898,598800.0,1103.0,1046.30616142326,33688,9343,6905,2438,21150,12,134,2063,175,811,1030,3261,3420,4533,7573,10364,2696,811,47.0,83156,38700,44456,26556,17900
2838,11215,68891,31628.39,33426,35465,51037,3292,150,5145,0,5870,3397,2.37,46531,35199,17610,44655,41581,3074,41581,70,891,1361,861,2030,719,4116,3889,8910,10254,4834,2024,1622,95654.0,132302.0,56340.0,0.4729,28822,10975,17847,913200.0,1778.0,1759.9428475374,40702,5002,3923,1079,27659,54,1183,2871,96,3837,1226,3064,4194,7861,14959,4879,682,3837,39.0,68891,56569,12322,6029,6293
2839,11216,53783,57495.47,25270,28513,8506,39552,219,2201,123,1782,1400,2.32,31828,13429,5141,30137,26751,3386,26751,61,1095,772,416,2085,1824,1419,2091,3335,8116,2822,1328,1387,43996.0,61139.0,27218.0,0.4944,22832,5277,17555,623300.0,1102.0,1118.58729706636,26147,4087,3585,502,18253,39,961,1221,205,1381,631,1944,2848,5382,8022,4674,1265,1381,41.0,53783,39139,14644,7906,6738
